,datetime,hour,season,holiday,weekday,workingday,weather situation,temperature in celsius,atemp,humidity,windspeed,count,year,month,day
9191,2011-07-29,12,3,0,5,1,1,0.066666667,5.997222222,0.31,1.969444444,135,2011,7,29
9192,2012-10-10,3,4,0,3,1,2,0.46,3.15625,0.061111111,0.0,6,2012,10,10
9193,2011-10-06,17,4,0,4,1,1,0.56,3.682638889,0.52,0.932638889,568,2011,10,6
9194,2012-01-02,6,1,1,1,0,1,0.26,1.578472222,0.41,2.695138889,14,2012,1,2
9195,2012-01-14,3,1,0,6,0,1,0.14,1.157638889,0.54,0.725694444,20,2012,1,14
9196,2011-05-26,6,2,0,4,1,2,0.06,0.05,1.0,0.622222222,98,2011,5,26
9197,2011-07-26,17,3,0,2,1,1,0.059722222,5.261111111,0.36,2.4875,537,2011,7,26
9198,2011-08-05,2,3,0,5,1,1,0.045833333,4.313888889,0.047916667,0.0,19,2011,8,5
9199,2012-10-01,23,4,0,1,1,3,0.54,3.577777778,0.053472222,0.0,105,2012,10,1
9200,2012-11-10,14,4,0,6,0,1,0.54,3.577777778,0.37,0.0,627,2012,11,10
9201,2012-04-11,23,2,0,3,1,1,0.34,0.210416667,0.57,2.072916667,61,2012,4,11
9202,2011-12-29,8,1,0,4,1,2,0.02,1.788888889,0.044444444,0.0,210,2011,12,29
9203,2011-05-02,15,2,0,1,1,1,0.045833333,4.313888889,0.042361111,0.134722222,155,2011,5,2
9204,2011-12-18,0,4,0,0,0,1,0.02,1.472916667,0.052083333,0.932638889,71,2011,12,18
9205,2012-03-29,19,2,0,4,1,1,0.48,3.261805556,0.39,1.969444444,468,2012,3,29
9206,2012-07-31,11,3,0,2,1,1,0.052777778,4.945138889,0.58,0.0,224,2012,7,31
9207,2012-09-18,10,3,0,2,1,3,0.047222222,4.419444444,0.054861111,4.456944444,160,2012,9,18
9208,2012-02-02,8,1,0,4,1,3,0.04,2.840972222,0.060416667,0.0,445,2012,2,2
9209,2012-09-10,21,3,0,1,1,1,0.56,3.682638889,0.49,1.140277778,285,2012,9,10
9210,2011-10-05,14,4,0,3,1,1,0.044444444,4.313888889,0.41,1.969444444,190,2011,10,5
9211,2012-01-10,14,1,0,2,1,1,0.42,2.945833333,0.38,2.072916667,106,2012,1,10
9212,2011-07-15,18,3,0,5,1,1,0.05,4.524305556,0.45,1.554861111,496,2011,7,15
9213,2012-01-09,15,1,0,1,1,3,0.22,1.578472222,0.052083333,1.140277778,69,2012,1,9
9214,2012-08-01,18,3,0,3,1,3,0.052777778,4.945138889,0.043055556,1.554861111,891,2012,8,1
9215,2012-02-15,1,1,0,3,1,1,0.34,2.525,0.53,0.0,5,2012,2,15
9216,2012-10-13,3,4,0,6,0,1,0.32,0.210416667,0.045833333,1.554861111,15,2012,10,13
9217,2012-09-16,4,3,0,0,0,1,0.05,3.366666667,0.05,0.0,8,2012,9,16
9218,2012-03-02,1,1,0,5,1,1,0.34,2.209722222,0.49,1.554861111,20,2012,3,2
9219,2011-11-26,5,4,0,6,0,1,0.03,2.209722222,0.052083333,0.725694444,3,2011,11,26
9220,2011-08-06,16,3,0,6,0,3,0.051388889,4.945138889,0.054861111,1.140277778,343,2011,8,6
9221,2012-10-31,11,4,0,3,1,2,0.36,2.420138889,0.045833333,1.554861111,189,2012,10,31
9222,2011-11-07,21,4,0,1,1,1,0.38,2.735416667,0.056944444,0.725694444,139,2011,11,7
9223,2012-04-14,21,2,0,6,0,2,0.56,3.682638889,0.43,0.932638889,220,2012,4,14
9224,2011-07-17,16,3,0,0,0,1,0.08,5.050694444,0.46,2.072916667,317,2011,7,17
9225,2012-01-26,0,1,0,4,1,2,0.28,1.999305556,0.052083333,0.725694444,25,2012,1,26
9226,2012-09-17,22,3,0,1,1,3,0.043055556,3.998611111,0.057638889,1.761805556,129,2012,9,17
9227,2012-12-12,10,4,0,3,1,2,0.03,0.210416667,0.56,1.140277778,136,2012,12,12
9228,2012-01-20,7,1,0,5,1,1,0.22,1.472916667,0.047916667,1.554861111,185,2012,1,20
9229,2011-11-28,5,4,0,1,1,1,0.04,2.840972222,0.060416667,0.0,34,2011,11,28
9230,2011-07-20,2,3,0,3,1,1,0.07,4.629861111,0.058333333,0.0,9,2011,7,20
9231,2012-08-17,11,3,0,5,1,1,0.052777778,1.683333333,0.52,1.969444444,303,2012,8,17
9232,2011-10-27,20,4,0,4,1,1,0.42,2.945833333,0.046527778,3.420138889,182,2011,10,27
9233,2011-08-19,8,3,0,5,1,2,0.045833333,4.209027778,0.057638889,0.0,398,2011,8,19
9234,2011-01-22,12,1,0,6,0,2,0.06,0.736805556,0.38,0.725694444,70,2011,1,22
9235,2011-08-25,0,3,0,4,1,1,0.047222222,4.419444444,0.051388889,2.072916667,52,2011,8,25
9236,2011-06-29,21,3,0,3,1,1,0.05,4.524305556,0.39,1.554861111,221,2011,6,29
9237,2012-05-10,21,2,0,4,1,1,0.05,3.366666667,0.42,0.134722222,230,2012,5,10
9238,2011-03-19,16,1,0,6,0,1,0.05,3.366666667,0.31,2.695138889,304,2011,3,19
9239,2012-11-04,20,4,0,0,0,1,0.32,1.999305556,0.53,2.4875,141,2012,11,4
9240,2012-06-26,22,3,0,2,1,1,0.045833333,4.313888889,0.34,1.761805556,245,2012,6,26
9241,2012-03-03,22,1,0,6,0,1,0.44,3.051388889,0.21,0.932638889,134,2012,3,3
9242,2012-05-23,10,2,0,3,1,1,0.043055556,4.103472222,0.054166667,0.622222222,191,2012,5,23
9243,2011-12-24,3,1,0,6,0,2,0.32,2.314583333,0.07,0.622222222,5,2011,12,24
9244,2011-10-21,1,4,0,5,1,1,0.04,2.840972222,0.043055556,1.554861111,26,2011,10,21
9245,2012-04-23,19,2,0,1,1,2,0.34,2.209722222,0.052777778,1.554861111,298,2012,4,23
9246,2011-07-10,16,3,0,0,0,1,0.058333333,5.261111111,0.41,1.969444444,372,2011,7,10
9247,2011-11-04,11,4,0,5,1,2,0.44,3.051388889,0.046527778,3.109722222,162,2011,11,4
9248,2012-12-05,6,4,0,3,1,3,0.48,3.261805556,0.55,2.695138889,124,2012,12,5
9249,2011-02-10,22,1,0,4,1,1,0.12,0.136805556,0.39,0.0,51,2011,2,10
9250,2011-12-22,17,1,0,4,1,2,0.44,3.051388889,0.046527778,1.140277778,356,2011,12,22
9251,2011-01-08,18,1,0,6,0,1,0.14,0.841666667,0.39,2.072916667,55,2011,1,8
9252,2012-08-13,21,3,0,1,1,1,0.05,4.734722222,0.045833333,0.134722222,290,2012,8,13
9253,2011-05-08,15,2,0,0,0,1,0.06,4.313888889,0.49,0.0,358,2011,5,8
9254,2011-10-29,4,4,0,6,0,3,0.03,1.89375,0.05625,2.902083333,1,2011,10,29
9255,2011-08-09,6,3,0,2,1,1,0.05,4.629861111,0.044444444,0.0,101,2011,8,9
9256,2012-03-26,14,2,0,1,1,1,0.48,3.261805556,0.33,3.109722222,217,2012,3,26
9257,2011-02-20,19,1,0,0,0,2,0.34,2.314583333,0.36,0.932638889,42,2011,2,20
9258,2012-04-18,20,2,0,3,1,2,0.42,2.945833333,0.053472222,0.725694444,260,2012,4,18
9259,2011-05-09,21,2,0,1,1,1,0.52,0.05,0.59,0.932638889,156,2011,5,9
9260,2011-05-17,19,2,0,2,1,1,0.06,4.103472222,0.047916667,1.761805556,349,2011,5,17
9261,2012-07-20,19,3,0,5,1,2,0.044444444,3.998611111,0.057638889,1.969444444,402,2012,7,20
9262,2011-03-27,2,2,0,0,0,3,0.22,1.578472222,0.55,0.134722222,21,2011,3,27
9263,2012-01-03,16,1,0,2,1,1,0.14,0.63125,0.39,4.042361111,136,2012,1,3
9264,2012-08-03,0,3,0,5,1,1,0.05,4.734722222,0.07,0.134722222,71,2012,8,3
9265,2011-04-21,14,2,0,4,1,1,0.05,3.366666667,0.34,2.695138889,228,2011,4,21
9266,2011-10-07,7,4,0,5,1,1,0.42,2.945833333,0.065277778,0.0,242,2011,10,7
9267,2012-04-07,1,2,0,6,0,1,0.04,2.840972222,0.28,1.761805556,69,2012,4,7
9268,2011-03-31,3,2,0,4,1,3,0.24,1.578472222,0.064583333,1.554861111,1,2011,3,31
9269,2011-04-18,18,2,0,1,1,1,0.044444444,4.313888889,0.31,2.4875,362,2011,4,18
9270,2011-11-05,15,4,0,6,0,1,0.04,2.840972222,0.37,0.134722222,343,2011,11,5
9271,2012-07-05,1,3,0,4,1,1,0.051388889,4.629861111,0.51,1.969444444,30,2012,7,5
9272,2011-04-21,13,2,0,4,1,1,0.48,3.261805556,0.33,2.280555556,177,2011,4,21
9273,2011-08-24,14,3,0,3,1,1,0.052777778,4.734722222,0.48,2.902083333,204,2011,8,24
9274,2012-08-24,18,3,0,5,1,2,0.05,4.734722222,0.043055556,0.134722222,736,2012,8,24
9275,2012-07-10,21,3,0,2,1,3,0.044444444,3.998611111,0.061805556,0.725694444,90,2012,7,10
9276,2011-10-06,15,4,0,4,1,1,0.58,3.788194444,0.46,0.932638889,219,2011,10,6
9277,2011-02-27,17,1,0,0,0,1,0.42,2.945833333,0.54,0.134722222,187,2011,2,27
9278,2012-06-04,19,2,0,1,1,1,0.043055556,4.313888889,0.38,2.902083333,645,2012,6,4
9279,2012-06-12,13,2,0,2,1,3,0.045833333,4.209027778,0.057638889,0.134722222,59,2012,6,12
9280,2011-06-23,5,3,0,4,1,1,0.05,0.484027778,0.051388889,1.140277778,24,2011,6,23
9281,2012-04-17,22,2,0,2,1,1,0.54,3.577777778,0.03,1.761805556,162,2012,4,17
9282,2011-04-14,4,2,0,4,1,1,0.34,2.525,0.052777778,0.0,9,2011,4,14
9283,2011-10-25,9,4,0,2,1,1,0.48,3.261805556,0.55,1.554861111,223,2011,10,25
9284,2011-11-30,3,4,0,3,1,1,0.32,2.209722222,0.07,1.140277778,1,2011,11,30
9285,2011-11-28,22,4,0,1,1,2,0.52,0.05,0.057638889,0.725694444,109,2011,11,28
9286,2011-08-06,15,3,0,6,0,2,0.058333333,0.557638889,0.53,1.761805556,362,2011,8,6
9287,2012-02-20,23,1,1,1,0,1,0.03,2.314583333,0.39,0.0,26,2012,2,20
9288,2012-08-30,8,3,0,4,1,1,0.045833333,4.313888889,0.045138889,0.0,754,2012,8,30
9289,2011-04-03,23,2,0,0,0,1,0.04,2.840972222,0.05,0.622222222,31,2011,4,3
9290,2011-07-21,18,3,0,4,1,1,0.09,6.207638889,0.05,1.969444444,382,2011,7,21
9291,2012-10-11,8,4,0,4,1,1,0.38,2.735416667,0.46,2.695138889,798,2012,10,11
9292,2011-05-31,1,2,0,2,1,1,0.047222222,4.419444444,0.061805556,0.622222222,17,2011,5,31
9293,2011-04-26,9,2,0,2,1,1,0.044444444,4.209027778,0.050694444,2.4875,199,2011,4,26
9294,2012-01-04,19,1,0,3,1,2,0.02,1.578472222,0.04,0.725694444,184,2012,1,4
9295,2012-07-16,6,3,0,1,1,1,0.047222222,4.419444444,0.054861111,0.932638889,140,2012,7,16
9296,2012-12-07,5,4,0,5,1,2,0.26,1.89375,0.05625,0.725694444,26,2012,12,7
9297,2012-09-10,14,3,0,1,1,1,0.045833333,4.313888889,0.36,1.969444444,340,2012,9,10
9298,2011-12-23,2,1,0,5,1,3,0.38,2.735416667,0.065277778,0.932638889,13,2011,12,23
9299,2011-09-08,23,3,0,4,1,3,0.043055556,3.577777778,1.0,0.622222222,26,2011,9,8
9300,2012-05-10,6,2,0,4,1,1,0.44,3.051388889,0.05,1.554861111,139,2012,5,10
9301,2012-08-03,3,3,0,5,1,1,0.047222222,4.419444444,0.054861111,1.554861111,6,2012,8,3
9302,2012-02-09,10,1,0,4,1,1,0.22,1.472916667,0.51,1.554861111,97,2012,2,9
9303,2012-03-07,11,1,0,3,1,1,0.42,2.945833333,0.38,2.072916667,161,2012,3,7
9304,2011-06-28,7,3,0,2,1,1,0.047222222,4.419444444,0.057638889,0.134722222,347,2011,6,28
9305,2012-01-03,19,1,0,2,1,1,0.12,0.63125,0.28,2.902083333,156,2012,1,3
9306,2011-11-14,2,4,0,1,1,1,0.46,3.15625,0.04375,2.4875,17,2011,11,14
9307,2011-07-18,6,3,0,1,1,1,0.044444444,3.998611111,0.057638889,0.725694444,105,2011,7,18
9308,2012-12-25,2,1,1,2,0,2,0.26,1.788888889,0.060416667,1.140277778,7,2012,12,25
9309,2012-10-03,17,4,0,3,1,1,0.07,4.524305556,0.045138889,0.0,917,2012,10,3
9310,2011-04-06,5,2,0,3,1,1,0.24,1.788888889,0.07,0.725694444,13,2011,4,6
9311,2011-06-25,16,3,0,6,0,1,0.052777778,4.734722222,0.43,2.072916667,410,2011,6,25
9312,2011-11-21,23,4,0,1,1,3,0.04,2.840972222,0.060416667,1.140277778,33,2011,11,21
9313,2011-09-22,9,3,0,4,1,2,0.043055556,3.788194444,0.065277778,0.134722222,203,2011,9,22
9314,2011-09-30,7,4,0,5,1,1,0.52,0.05,0.057638889,1.554861111,297,2011,9,30
9315,2012-05-04,7,2,0,5,1,1,0.56,3.682638889,0.061111111,0.0,356,2012,5,4
9316,2011-05-05,22,2,0,4,1,1,0.48,3.261805556,0.39,0.134722222,165,2011,5,5
9317,2012-09-16,12,3,0,0,0,1,0.045833333,4.313888889,0.44,1.140277778,656,2012,9,16
9318,2011-11-24,10,4,1,4,0,1,0.36,2.630555556,0.57,0.0,98,2011,11,24
9319,2011-06-05,3,2,0,0,0,2,0.043055556,4.209027778,0.045138889,1.140277778,47,2011,6,5
9320,2012-02-03,18,1,0,5,1,1,0.38,2.735416667,0.04,0.932638889,385,2012,2,3
9321,2011-06-11,12,2,0,6,0,1,0.08,5.261111111,0.55,1.554861111,347,2011,6,11
9322,2011-03-12,16,1,0,6,0,1,0.46,3.15625,0.41,3.109722222,244,2011,3,12
9323,2011-10-28,17,4,0,5,1,2,0.36,2.420138889,0.05,0.932638889,446,2011,10,28
9324,2011-07-02,15,3,0,6,0,1,0.059722222,5.050694444,0.19,1.140277778,331,2011,7,2
9325,2012-05-04,8,2,0,5,1,1,0.56,3.682638889,0.061111111,0.0,618,2012,5,4
9326,2011-05-09,22,2,0,1,1,1,0.52,0.05,0.047222222,0.622222222,116,2011,5,9
9327,2012-12-31,16,1,0,1,1,2,0.26,1.788888889,0.48,0.134722222,214,2012,12,31
9328,2012-06-04,6,2,0,1,1,1,0.52,0.05,0.047222222,0.0,139,2012,6,4
9329,2011-06-27,10,3,0,1,1,2,0.05,4.629861111,0.54,0.932638889,150,2011,6,27
9330,2012-06-13,16,2,0,3,1,1,0.05,4.524305556,0.03,3.420138889,392,2012,6,13
9331,2011-07-25,15,3,0,1,1,1,0.07,4.629861111,0.058333333,2.695138889,112,2011,7,25
9332,2011-12-09,7,4,0,5,1,1,0.22,1.788888889,0.052083333,0.622222222,199,2011,12,9
9333,2011-06-24,21,3,0,5,1,1,0.07,4.524305556,0.48,0.932638889,233,2011,6,24
9334,2012-10-21,7,4,0,0,0,1,0.04,2.840972222,0.043055556,0.0,56,2012,10,21
9335,2011-10-22,20,4,0,6,0,1,0.42,2.945833333,0.046527778,0.0,159,2011,10,22
9336,2012-06-20,1,2,0,3,1,1,0.047222222,4.419444444,0.054861111,0.134722222,27,2012,6,20
9337,2011-03-17,3,1,0,4,1,1,0.34,2.314583333,0.045833333,1.140277778,2,2011,3,17
9338,2012-03-03,7,1,0,6,0,2,0.36,2.420138889,0.064583333,0.932638889,16,2012,3,3
9339,2011-09-27,17,4,0,2,1,2,0.045833333,4.103472222,0.061805556,0.134722222,530,2011,9,27
9340,2012-08-10,13,3,0,5,1,2,0.052777778,4.945138889,0.58,2.4875,290,2012,8,10
9341,2012-11-13,5,4,0,2,1,2,0.34,2.209722222,0.060416667,1.969444444,18,2012,11,13
9342,2012-08-31,18,3,0,5,1,1,0.059722222,5.261111111,0.36,1.761805556,546,2012,8,31
9343,2011-02-20,15,1,0,0,0,1,0.36,2.525,0.27,0.622222222,168,2011,2,20
9344,2012-06-27,3,3,0,3,1,1,0.58,3.788194444,0.46,0.622222222,8,2012,6,27
9345,2011-02-06,11,1,0,0,0,1,0.32,0.210416667,0.49,1.761805556,117,2011,2,6
9346,2011-10-12,4,4,0,3,1,3,0.54,3.577777778,0.065277778,2.695138889,7,2011,10,12
9347,2011-02-10,20,1,0,4,1,1,0.14,1.2625,0.31,0.622222222,97,2011,2,10
9348,2012-06-02,20,2,0,6,0,1,0.043055556,4.313888889,0.35,1.969444444,399,2012,6,2
9349,2011-04-02,2,2,0,6,0,1,0.24,1.683333333,0.052083333,0.932638889,21,2011,4,2
9350,2011-10-19,4,4,0,3,1,3,0.05,3.366666667,0.065277778,0.134722222,3,2011,10,19
9351,2012-05-30,20,2,0,3,1,2,0.54,3.577777778,0.06,0.932638889,431,2012,5,30
9352,2012-08-21,8,3,0,2,1,1,0.06,3.998611111,0.054166667,0.932638889,723,2012,8,21
9353,2012-04-20,5,2,0,5,1,1,0.42,2.945833333,0.065277778,0.0,25,2012,4,20
9354,2011-03-21,12,2,0,1,1,2,0.44,3.051388889,0.053472222,1.761805556,81,2011,3,21
9355,2012-04-19,22,2,0,4,1,1,0.52,0.05,0.59,0.134722222,248,2012,4,19
9356,2011-07-27,13,3,0,3,1,1,0.058333333,5.050694444,0.03,2.4875,180,2011,7,27
9357,2012-10-16,23,4,0,2,1,1,0.04,2.840972222,0.049305556,0.0,199,2012,10,16
9358,2011-07-10,15,3,0,0,0,1,0.058333333,5.155555556,0.39,1.969444444,361,2011,7,10
9359,2011-02-01,18,1,0,2,1,2,0.24,1.788888889,0.05625,0.725694444,168,2011,2,1
9360,2011-10-05,23,4,0,3,1,1,0.05,3.366666667,0.053472222,0.725694444,73,2011,10,5
9361,2012-10-08,4,4,1,1,0,1,0.32,2.314583333,0.060416667,0.932638889,7,2012,10,8
9362,2012-12-06,22,4,0,4,1,1,0.24,1.683333333,0.045138889,1.140277778,133,2012,12,6
9363,2012-05-01,23,2,0,2,1,1,0.06,3.998611111,0.054166667,0.0,95,2012,5,1
9364,2011-09-10,12,3,0,6,0,1,0.05,4.734722222,0.043055556,1.554861111,404,2011,9,10
9365,2011-11-08,21,4,0,2,1,1,0.04,2.840972222,0.052777778,0.0,182,2011,11,8
9366,2012-11-09,22,4,0,5,1,1,0.34,2.420138889,0.049305556,0.725694444,163,2012,11,9
9367,2011-07-28,14,3,0,4,1,2,0.058333333,5.471527778,0.49,1.761805556,138,2011,7,28
9368,2011-10-01,0,4,0,6,0,1,0.05,3.366666667,0.04375,2.695138889,130,2011,10,1
9369,2011-04-01,16,2,0,5,1,1,0.34,0.210416667,0.46,2.902083333,167,2011,4,1
9370,2012-02-11,7,1,0,6,0,3,0.22,1.578472222,0.064583333,0.932638889,19,2012,2,11
9371,2012-04-19,4,2,0,4,1,2,0.42,2.945833333,0.049305556,0.0,4,2012,4,19
9372,2011-08-13,17,3,0,6,0,2,0.05,0.484027778,0.051388889,1.761805556,269,2011,8,13
9373,2012-01-06,14,1,0,5,1,1,0.46,3.15625,0.36,0.134722222,178,2012,1,6
9374,2012-11-27,9,4,0,2,1,2,0.32,2.314583333,0.05625,0.932638889,268,2012,11,27
9375,2012-01-24,6,1,0,2,1,2,0.32,2.209722222,0.064583333,0.134722222,89,2012,1,24
9376,2012-11-21,10,4,0,3,1,1,0.36,2.630555556,0.043055556,0.0,172,2012,11,21
9377,2011-05-15,13,2,0,0,0,1,0.043055556,4.103472222,0.050694444,1.969444444,456,2011,5,15
9378,2012-09-26,7,4,0,3,1,1,0.54,3.577777778,0.053472222,0.932638889,532,2012,9,26
9379,2011-01-30,11,1,0,0,0,1,0.22,1.89375,0.052083333,0.0,59,2011,1,30
9380,2011-05-24,6,2,0,2,1,2,0.58,3.788194444,0.065277778,0.134722222,112,2011,5,24
9381,2012-06-25,10,3,0,1,1,1,0.052777778,0.484027778,0.55,1.140277778,184,2012,6,25
9382,2011-10-06,20,4,0,4,1,1,0.05,3.366666667,0.053472222,0.725694444,260,2011,10,6
9383,2011-12-15,4,4,0,4,1,2,0.32,0.210416667,0.07,1.554861111,6,2011,12,15
9384,2011-10-21,21,4,0,5,1,1,0.42,2.945833333,0.58,1.140277778,143,2011,10,21
9385,2012-06-07,14,2,0,4,1,1,0.05,4.524305556,0.37,1.761805556,265,2012,6,7
9386,2011-05-19,17,2,0,4,1,1,0.56,3.682638889,0.054166667,1.140277778,547,2011,5,19
9387,2012-09-27,12,4,0,4,1,2,0.051388889,4.629861111,0.48,0.932638889,335,2012,9,27
9388,2012-09-24,4,4,0,1,1,1,0.44,3.051388889,0.046527778,0.725694444,8,2012,9,24
9389,2011-10-29,12,4,0,6,0,3,0.24,0.136805556,0.060416667,3.420138889,50,2011,10,29
9390,2011-02-21,20,1,1,1,0,3,0.24,1.472916667,0.05625,2.695138889,29,2011,2,21
9391,2011-07-07,1,3,0,4,1,1,0.045833333,4.103472222,0.061805556,0.134722222,16,2011,7,7
9392,2012-09-22,0,3,0,6,0,1,0.06,4.103472222,0.050694444,1.969444444,172,2012,9,22
9393,2012-05-04,1,2,0,5,1,1,0.06,3.998611111,0.054166667,0.725694444,48,2012,5,4
9394,2011-12-19,13,4,0,1,1,1,0.34,0.210416667,0.49,2.280555556,142,2011,12,19
9395,2011-03-02,3,1,0,3,1,1,0.22,1.472916667,0.047916667,1.969444444,4,2011,3,2
9396,2012-03-28,11,2,0,3,1,1,0.05,3.366666667,0.42,2.695138889,222,2012,3,28
9397,2012-05-19,5,2,0,6,0,1,0.46,3.15625,0.046527778,0.0,12,2012,5,19
9398,2011-03-12,1,1,0,6,0,1,0.24,1.578472222,0.045138889,0.134722222,18,2011,3,12
9399,2011-03-23,11,2,0,3,1,2,0.34,2.314583333,0.060416667,0.134722222,71,2011,3,23
9400,2012-02-11,19,1,0,6,0,2,0.02,1.052083333,0.04,3.834722222,87,2012,2,11
9401,2012-02-26,20,1,0,0,0,1,0.32,2.209722222,0.42,1.140277778,88,2012,2,26
9402,2011-04-28,9,2,0,4,1,3,0.043055556,3.893055556,0.061111111,2.280555556,183,2011,4,28
9403,2012-10-28,5,4,0,0,0,2,0.05,3.366666667,0.04375,2.072916667,28,2012,10,28
9404,2012-02-27,13,1,0,1,1,1,0.04,2.840972222,0.43,1.969444444,182,2012,2,27
9405,2012-04-09,9,2,0,1,1,1,0.46,3.15625,0.31,2.4875,286,2012,4,9
9406,2011-05-27,1,2,0,5,1,1,0.07,4.524305556,0.58,2.072916667,50,2011,5,27
9407,2012-05-09,14,2,0,3,1,2,0.044444444,4.313888889,0.53,1.761805556,243,2012,5,9
9408,2011-10-24,5,4,0,1,1,1,0.38,2.735416667,0.060416667,0.0,21,2011,10,24
9409,2011-08-07,16,3,0,0,0,3,0.05,0.484027778,0.051388889,2.072916667,193,2011,8,7
9410,2012-04-04,19,2,0,3,1,1,0.045833333,4.313888889,0.39,1.554861111,494,2012,4,4
9411,2011-08-04,17,3,0,4,1,1,0.052777778,4.945138889,0.043055556,2.280555556,555,2011,8,4
9412,2012-06-11,0,2,0,1,1,1,0.07,4.524305556,0.045138889,0.725694444,41,2012,6,11
9413,2012-12-31,18,1,0,1,1,2,0.26,1.89375,0.48,0.932638889,122,2012,12,31
9414,2012-08-21,12,3,0,2,1,1,0.05,4.524305556,0.45,0.0,305,2012,8,21
9415,2011-04-16,18,2,0,6,0,2,0.05,3.366666667,0.065277778,2.695138889,38,2011,4,16
9416,2011-03-30,23,2,0,3,1,3,0.24,1.472916667,0.064583333,1.969444444,12,2011,3,30
9417,2011-11-06,13,4,0,0,0,1,0.46,3.15625,0.51,1.140277778,314,2011,11,6
9418,2011-05-12,10,2,0,4,1,2,0.54,3.577777778,0.047222222,1.554861111,147,2011,5,12
9419,2012-01-28,0,1,0,6,0,1,0.03,1.999305556,0.52,1.969444444,69,2012,1,28
9420,2011-03-11,11,1,0,5,1,2,0.32,0.210416667,0.57,2.072916667,81,2011,3,11
9421,2012-09-10,10,3,0,1,1,1,0.043055556,4.313888889,0.05,1.969444444,210,2012,9,10
9422,2012-09-11,17,3,0,2,1,1,0.07,4.419444444,0.28,0.0,970,2012,9,11
9423,2011-05-06,16,2,0,5,1,1,0.06,4.313888889,0.04,1.761805556,344,2011,5,6
9424,2011-04-27,18,2,0,3,1,3,0.045833333,4.209027778,0.057638889,2.695138889,412,2011,4,27
9425,2011-10-31,9,4,0,1,1,2,0.32,2.209722222,0.052777778,1.140277778,211,2011,10,31
9426,2011-09-09,4,3,0,5,1,3,0.043055556,3.788194444,0.065277778,1.140277778,3,2011,9,9
9427,2011-01-04,6,1,0,2,1,1,0.12,1.052083333,0.051388889,0.725694444,36,2011,1,4
9428,2012-04-30,13,2,0,1,1,2,0.48,3.261805556,0.51,0.622222222,247,2012,4,30
9429,2011-09-10,4,3,0,6,0,1,0.58,3.788194444,0.065277778,0.622222222,7,2011,9,10
9430,2011-12-17,21,4,0,6,0,1,0.02,1.472916667,0.052083333,1.140277778,96,2011,12,17
9431,2012-03-05,23,1,0,1,1,1,0.22,1.2625,0.37,4.042361111,31,2012,3,5
9432,2011-07-24,9,3,0,0,0,1,0.056944444,5.471527778,0.56,2.695138889,154,2011,7,24
9433,2011-06-30,1,3,0,4,1,1,0.044444444,4.313888889,0.53,0.932638889,32,2011,6,30
9434,2012-03-13,21,1,0,2,1,1,0.58,3.788194444,0.56,0.725694444,244,2012,3,13
9435,2012-06-26,10,3,0,2,1,1,0.043055556,4.313888889,0.41,2.4875,190,2012,6,26
9436,2011-10-19,5,4,0,3,1,3,0.05,3.366666667,1.0,0.725694444,3,2011,10,19
9437,2012-05-13,4,2,0,0,0,2,0.54,3.577777778,0.047222222,0.134722222,9,2012,5,13
9438,2011-07-18,10,3,0,1,1,1,0.052777778,4.945138889,0.043055556,0.134722222,130,2011,7,18
9439,2011-09-23,2,4,0,5,1,2,0.06,0.05,1.0,0.725694444,20,2011,9,23
9440,2012-01-01,13,1,0,0,0,1,0.42,2.945833333,0.58,1.969444444,223,2012,1,1
9441,2011-10-20,7,4,0,4,1,1,0.42,2.945833333,0.053472222,3.109722222,318,2011,10,20
9442,2011-06-01,20,2,0,3,1,2,0.051388889,4.945138889,0.054861111,1.761805556,256,2011,6,1
9443,2011-04-19,20,2,0,2,1,2,0.05,3.366666667,0.05,1.554861111,168,2011,4,19
9444,2012-09-10,2,3,0,1,1,1,0.54,3.577777778,0.06,2.4875,17,2012,9,10
9445,2012-11-21,18,4,0,3,1,1,0.42,2.945833333,0.38,0.725694444,311,2012,11,21
9446,2011-03-18,16,1,0,5,1,1,0.047222222,4.419444444,0.39,1.969444444,204,2011,3,18
9447,2011-10-28,12,4,0,5,1,2,0.38,2.735416667,0.04,1.140277778,213,2011,10,28
9448,2011-08-10,2,3,0,3,1,1,0.05,4.629861111,0.54,1.140277778,11,2011,8,10
9449,2011-11-02,11,4,0,3,1,1,0.42,2.945833333,0.049305556,0.932638889,144,2011,11,2
9450,2011-12-22,5,1,0,4,1,1,0.38,2.735416667,0.056944444,0.0,16,2011,12,22
9451,2011-02-12,23,1,0,6,0,1,0.22,1.578472222,0.51,0.932638889,32,2011,2,12
9452,2012-06-21,10,3,0,4,1,1,0.058333333,5.471527778,0.49,0.725694444,150,2012,6,21
9453,2012-03-15,9,1,0,4,1,1,0.48,3.261805556,0.053472222,0.622222222,315,2012,3,15
9454,2012-05-21,13,2,0,1,1,3,0.06,3.893055556,0.057638889,1.761805556,184,2012,5,21
9455,2012-05-07,22,2,0,1,1,2,0.54,3.577777778,0.45,1.761805556,173,2012,5,7
9456,2012-06-25,6,3,0,1,1,1,0.044444444,4.103472222,0.054166667,1.140277778,158,2012,6,25
9457,2011-03-05,3,1,0,6,0,2,0.03,1.999305556,0.060416667,0.134722222,2,2011,3,5
9458,2011-10-13,18,4,0,4,1,3,0.043055556,3.998611111,0.057638889,1.761805556,268,2011,10,13
